"Activity Date","Distance in Miles","Activity Type",Comment
2020-12-31,16.72,Treadmill,
2021-01-01,5.3,Run,
2021-01-02,19.21,Treadmill,
2021-01-03,15.02,Treadmill,
2021-01-04,7.41,Run,
2021-01-04,2.76,Run,
2021-01-04,4,Treadmill,
2021-01-05,3.08,Run,
2021-01-05,11.24,Treadmill,
2021-01-06,6.63,Treadmill,
2021-01-07,8.9,Run,
2021-01-08,8.4,Treadmill,
2021-01-08,7.5,Treadmill,
2021-01-09,15.19,Treadmill,
2021-01-10,7.6,Treadmill,
2021-01-11,8.3,Treadmill,
2021-01-11,5.11,Treadmill,
2021-01-13,9.1,Run,
2021-01-13,3,Run,
2021-01-14,8.25,Treadmill,
2021-01-15,3.32,Run,
2021-01-15,7.11,Treadmill,
2021-01-16,11.41,Treadmill,
2021-01-17,5,Treadmill,
2021-01-17,6.3,Treadmill,
2021-01-18,2.21,Treadmill,
2021-01-19,6,Treadmill,
2021-01-19,5.51,Treadmill,
2021-01-20,5.16,Treadmill,
2021-01-20,5.46,Treadmill,
2021-01-21,5.43,Treadmill,
2021-01-22,6,Treadmill,
2021-01-23,9.09,Run,
2021-01-23,2.14,Run,
2021-01-23,9.6,Treadmill,
2021-01-24,3.1,Treadmill,
2021-01-24,13.3,Treadmill,
2021-01-25,6.1,Treadmill,
2021-01-25,2.05,Walk,"Dog walk between rain storms!"
